"giudizio","genere","nazione","anno","durata","visibilita"
"capolavoro","COM","USA",36,83,"TUT"
"buono","COM","USA",44,84,"TUT"
"mediocre","AVV","USA",63,84,"TUT"
"scadente","COM","ITA",59,84,"GEN"
"mediocre","COM","USA",89,84,"GEN"
"buono","FAN","USA",44,84,"TUT"
"mediocre","DRA","USA",56,85,"GEN"
"mediocre","DRA","USA",93,85,"GEN"
"buono","COM","ITA",48,85,"TUT"
"buono","CMC","USA",90,85,"TUT"
"mediocre","FAN","USA",90,85,"GEN"
"mediocre","COM","ITA",58,85,"TUT"
"buono","COM","ITA",48,85,"TUT"
"mediocre","CMC","USA",93,85,"TUT"
"mediocre","COM","ITA",47,85,"TUT"
"mediocre","DRA","ITA",91,85,"ADU"
"mediocre","DRA","ITA",93,85,"GEN"
"mediocre","GIA","GB",59,85,"GEN"
"mediocre","DRA","GB",45,85,"GEN"
"mediocre","WES","USA",58,85,"GEN"
"mediocre","WES","USA",58,85,"GEN"
"buono","COM","ITA",63,85,"ADU"
"mediocre","GIA","USA",92,85,"GEN"
"mediocre","DRA","USA",58,86,"GEN"
"buono","COM","FRA",90,86,"GEN"
"mediocre","DRA","FRA",85,86,"ADU"
"mediocre","COM","USA",54,86,"GEN"
"scadente","AVV","USA",55,86,"TUT"
"mediocre","COM","USA",92,86,"TUT"
"mediocre","COM","USA",90,87,"GEN"
"mediocre","AVV","USA",92,87,"ADU"
"mediocre","DRA","USA",55,87,"GEN"
"mediocre","COM","USA",86,87,"GEN"
"scadente","COM","USA",51,87,"TUT"
"buono","DRA","USA",90,87,"ADU"
"mediocre","POL","USA",85,87,"ADU"
"mediocre","DRA","USA",91,87,"GEN"
"mediocre","HOR","USA",91,88,"ADU"
"scadente","THR","USA",92,88,"ADU"
"buono","DRA","USA",49,88,"GEN"
"mediocre","COM","USA",92,88,"TUT"
"scadente","THR","USA",94,88,"ADU"
"buono","DRA","FRA",71,88,"ADU"
"buono","COM","ITA",91,88,"GEN"
"scadente","THR","USA",93,88,"ADU"
"buono","COM","USA",75,88,"GEN"
"scadente","AZI","USA",88,88,"ADU"
"mediocre","WES","USA",49,88,"GEN"
"scadente","COM","ITA",79,88,"GEN"
"mediocre","AVV","USA",88,88,"GEN"
"scadente","AZI","USA",88,88,"ADU"
"scadente","DRA","USA",94,88,"ADU"
"mediocre","COM","USA",92,88,"GEN"
"scadente","CMC","USA",93,88,"ADU"
"mediocre","FAN","USA",71,88,"GEN"
"buono","DRA","USA",49,88,"GEN"
"scadente","CMC","ITA",74,88,"GEN"
"buono","CMC","GB",72,89,"GEN"
"mediocre","COM","ITA",91,89,"GEN"
"mediocre","THR","GB",75,89,"ADU"
"mediocre","DRA","USA",90,89,"ADU"
"mediocre","DRA","USA",90,89,"ADU"
"buono","COM","ITA",90,89,"TUT"
"scadente","THR","USA",92,89,"ADU"
"mediocre","DRA","USA",90,89,"ADU"
"buono","FAN","USA",89,89,"TUT"
"mediocre","COM","USA",89,89,"GEN"
"mediocre","COM","FRA",68,89,"GEN"
"mediocre","WES","USA",47,89,"TUT"
"buono","MUS","USA",93,89,"TUT"
"ottimo","WES","USA",54,89,"GEN"
"scadente","AVV","USA",89,89,"ADU"
"buono","COM","ITA",90,89,"TUT"
"mediocre","COM","USA",89,89,"GEN"
"scadente","AZI","ITA",79,89,"GEN"
"mediocre","COM","ITA",84,89,"GEN"
"ottimo","WES","USA",54,89,"GEN"
"scadente","POL","USA",90,89,"ADU"
"buono","CMC","USA",64,89,"TUT"
"mediocre","COM","ITA",64,90,"GEN"
"scadente","DRA","USA",63,90,"GEN"
"mediocre","DRA","USA",95,90,"GEN"
"mediocre","COM","ITA",55,90,"TUT"
"mediocre","DRA","USA",94,90,"GEN"
"buono","COM","FRA",86,90,"GEN"
"mediocre","COM","ITA",55,90,"TUT"
"mediocre","AVV","USA",93,90,"TUT"
"scadente","THR","USA",55,90,"ADU"
"scadente","COM","ITA",70,90,"ADU"
"buono","GAN","USA",55,90,"GEN"
"buono","COM","GB",90,90,"TUT"
"mediocre","DRA","USA",94,90,"GEN"
"mediocre","DRA","USA",89,90,"ADU"
"scadente","POL","USA",95,90,"ADU"
"mediocre","DRA","FRA",67,90,"ADU"
"scadente","THR","USA",55,90,"ADU"
"mediocre","COM","USA",92,90,"TUT"
"mediocre","CMC","ITA",53,90,"TUT"
"buono","GIA","FRA",81,90,"ADU"
"scadente","THR","USA",95,90,"ADU"
"mediocre","THR","USA",94,90,"ADU"
"scadente","AVV","USA",94,90,"GEN"
"scadente","DRA","USA",78,90,"GEN"
"mediocre","MUS","USA",58,90,"GEN"
"mediocre","COM","USA",74,90,"GEN"
"scadente","THR","USA",92,90,"ADU"
"mediocre","MUS","USA",58,90,"GEN"
"mediocre","COM","ITA",55,90,"TUT"
"mediocre","AVV","USA",90,90,"TUT"
"scadente","POL","USA",94,90,"ADU"
"buono","COM","GB",90,90,"TUT"
"buono","FAN","USA",92,90,"GEN"
"mediocre","DRA","USA",94,90,"GEN"
"scadente","THR","USA",91,90,"ADU"
"mediocre","THR","USA",92,90,"TUT"
"mediocre","AVV","GB",54,90,"TUT"
"scadente","THR","USA",94,90,"GEN"
"buono","DRA","FRA",82,90,"GEN"
"mediocre","DRA","USA",94,90,"TUT"
"mediocre","DRA","USA",51,90,"TUT"
"scadente","GIA","USA",93,90,"GEN"
"mediocre","DRA","USA",93,90,"GEN"
"mediocre","GIA","USA",93,90,"ADU"
"scadente","COM","ITA",73,90,"GEN"
"mediocre","AZI","USA",94,90,"GEN"
"scadente","AZI","USA",88,90,"GEN"
"scadente","THR","USA",93,90,"ADU"
"scadente","DRA","USA",94,90,"ADU"
"mediocre","AVV","ITA",89,90,"GEN"
"mediocre","COM","ITA",58,90,"GEN"
"mediocre","DRA","USA",93,90,"GEN"
"mediocre","DRA","USA",94,90,"ADU"
"scadente","AZI","USA",94,90,"ADU"
"mediocre","GIA","USA",92,90,"GEN"
"mediocre","DRA","USA",93,90,"GEN"
"buono","AZI","USA",88,90,"TUT"
"mediocre","COM","GB",89,90,"GEN"
"mediocre","COM","ITA",64,90,"GEN"
"scadente","FAN","USA",92,90,"ADU"
"scadente","AZI","USA",89,90,"ADU"
"mediocre","COM","ITA",58,90,"GEN"
"mediocre","COM","GB",80,90,"GEN"
"scadente","AZI","USA",88,90,"GEN"
"mediocre","COM","ITA",56,90,"ADU"
"scadente","THR","USA",95,90,"ADU"
"mediocre","DRA","USA",91,90,"ADU"
"scadente","POL","USA",95,90,"ADU"
"mediocre","COM","USA",90,90,"GEN"
"mediocre","DRA","ITA",95,90,"GEN"
"mediocre","POL","USA",95,90,"ADU"
"mediocre","AVV","ITA",89,90,"GEN"
"mediocre","DOC","ITA",54,90,"GEN"
"scadente","AZI","USA",89,90,"ADU"
"mediocre","COM","ITA",91,90,"GEN"
"scadente","CMC","ITA",73,90,"GEN"
"scadente","FAN","USA",92,90,"ADU"
"mediocre","THR","USA",93,90,"ADU"
"scadente","DRA","USA",94,90,"ADU"
"mediocre","COM","USA",49,90,"GEN"
"mediocre","COM","FRA",59,90,"GEN"
"scadente","THR","USA",91,90,"ADU"
"mediocre","DRA","ITA",95,90,"GEN"
"mediocre","COM","FRA",90,90,"GEN"
"mediocre","DRA","USA",94,90,"ADU"
"buono","COM","FRA",60,90,"TUT"
"scadente","THR","USA",92,90,"ADU"
"mediocre","DRA","USA",85,91,"GEN"
"mediocre","SPI","GB",84,91,"GEN"
"scadente","POL","USA",87,91,"ADU"
"scadente","THR","USA",92,91,"ADU"
"buono","COM","USA",86,91,"GEN"
"scadente","THR","CAN",90,91,"ADU"
"scadente","POL","USA",91,91,"GEN"
"mediocre","AVV","GB",65,91,"GEN"
"scadente","THR","USA",87,91,"ADU"
"mediocre","HOR","USA",80,91,"ADU"
"mediocre","COM","GB",58,92,"TUT"
"scadente","COM","ITA",84,92,"TUT"
"scadente","COM","ITA",96,92,"GEN"
"buono","COM","USA",39,92,"ADU"
"mediocre","HOR","USA",86,92,"ADU"
"buono","DRA","USA",67,92,"ADU"
"buono","FAN","USA",86,92,"ADU"
"buono","DRA","ITA",93,92,"GEN"
"mediocre","POL","USA",92,92,"GEN"
"mediocre","COM","GB",58,92,"TUT"
"mediocre","COM","ITA",94,92,"TUT"
"buono","FAN","USA",90,92,"GEN"
"mediocre","DRA","ITA",42,92,"GEN"
"mediocre","COM","ITA",58,92,"GEN"
"buono","POL","USA",89,92,"ADU"
"buono","COM","USA",85,92,"GEN"
"mediocre","AZI","USA",87,92,"GEN"
"mediocre","POL","USA",73,92,"ADU"
"buono","POL","USA",94,92,"ADU"
"mediocre","COM","ITA",58,92,"GEN"
"ottimo","DRA","ITA",67,92,"ADU"
"buono","COM","ITA",53,92,"GEN"
"mediocre","DRA","GB",59,92,"ADU"
"scadente","COM","ITA",88,92,"GEN"
"scadente","COM","ITA",92,93,"GEN"
"scadente","HOR","USA",91,93,"GEN"
"scadente","BEL","GB",88,93,"GEN"
"buono","WES","USA",50,93,"GEN"
"scadente","ERO","ITA",84,93,"ADU"
"mediocre","COM","USA",93,93,"TUT"
"buono","COM","USA",87,93,"ADU"
"mediocre","GIA","USA",63,93,"GEN"
"mediocre","COM","USA",87,93,"GEN"
"scadente","CMC","ITA",86,93,"TUT"
"mediocre","COM","USA",87,93,"GEN"
"buono","THR","USA",86,93,"ADU"
"mediocre","GIA","USA",73,93,"ADU"
"mediocre","AVV","USA",77,93,"GEN"
"buono","COM","USA",66,93,"TUT"
"ottimo","GRO","GB",64,93,"GEN"
"scadente","AVV","USA",92,93,"ADU"
"scadente","COM","ITA",92,93,"GEN"
"mediocre","THR","USA",93,93,"GEN"
"ottimo","GRO","GB",64,93,"GEN"
"mediocre","COM","GB",69,93,"TUT"
"mediocre","GIA","USA",63,93,"GEN"
"mediocre","COM","USA",93,93,"TUT"
"scadente","THR","USA",92,93,"ADU"
"mediocre","AVV","USA",58,93,"TUT"
"scadente","THR","USA",92,93,"ADU"
"mediocre","FAN","GB",67,94,"GEN"
"scadente","CMC","USA",87,94,"ADU"
"mediocre","COM","USA",91,94,"ADU"
"ottimo","COM","USA",77,94,"ADU"
"buono","POL","USA",92,94,"ADU"
"buono","POL","USA",92,94,"ADU"
"mediocre","AZI","USA",70,94,"GEN"
"mediocre","AVV","USA",63,94,"GEN"
"mediocre","DRA","USA",90,94,"ADU"
"mediocre","DRA","GB",64,94,"GEN"
"mediocre","AZI","FRA",70,94,"GEN"
"buono","DRA","USA",76,94,"GEN"
"ottimo","COM","ITA",52,94,"TUT"
"mediocre","SPI","USA",47,95,"GEN"
"buono","DRA","GB",90,95,"ADU"
"mediocre","WES","FRA",71,95,"ADU"
"mediocre","COM","USA",71,95,"GEN"
"buono","DRA","ITA",94,95,"ADU"
"mediocre","COM","ITA",70,95,"GEN"
"buono","DRA","USA",40,95,"GEN"
"mediocre","THR","USA",86,95,"ADU"
"mediocre","DRA","USA",57,95,"GEN"
"scadente","FAN","USA",90,95,"TUT"
"scadente","BEL","ITA",70,95,"GEN"
"scadente","GIA","ITA",71,95,"GEN"
"buono","COM","ITA",54,95,"TUT"
"mediocre","COM","ITA",58,95,"GEN"
"mediocre","GRO","ITA",91,95,"ADU"
"mediocre","DRA","USA",94,95,"GEN"
"mediocre","DRA","ITA",93,95,"GEN"
"mediocre","COM","ITA",46,95,"TUT"
"mediocre","COM","USA",91,95,"GEN"
"mediocre","DRA","USA",88,95,"GEN"
"scadente","AZI","USA",85,95,"ADU"
"mediocre","FAN","USA",93,95,"ADU"
"mediocre","COM","GB",69,95,"GEN"
"scadente","AZI","ITA",76,95,"ADU"
"mediocre","CMC","ITA",77,95,"ADU"
"mediocre","AVV","USA",91,95,"GEN"
"mediocre","CMC","USA",84,95,"GEN"
"mediocre","HOR","USA",91,95,"ADU"
"buono","DRA","ITA",55,95,"GEN"
"mediocre","DRA","ITA",91,95,"TUT"
"buono","HOR","USA",90,95,"ADU"
"mediocre","COM","USA",89,95,"GEN"
"mediocre","DRA","ITA",92,95,"ADU"
"mediocre","STO","GB",47,95,"GEN"
"mediocre","FAN","USA",86,95,"TUT"
"scadente","FAN","USA",90,95,"GEN"
"mediocre","FAN","USA",90,95,"GEN"
"scadente","DRA","SPA",89,95,"ADU"
"mediocre","BIO","USA",51,95,"GEN"
"mediocre","DRA","GB",48,95,"GEN"
"mediocre","COM","ITA",70,95,"GEN"
"scadente","DRA","SPA",89,95,"ADU"
"mediocre","AZI","USA",88,95,"ADU"
"scadente","GIA","ITA",84,95,"GEN"
"mediocre","DRA","FRA",58,95,"GEN"
"mediocre","FAN","USA",90,95,"GEN"
"mediocre","COM","ITA",73,95,"GEN"
"mediocre","SPI","USA",47,95,"GEN"
"scadente","DRA","USA",91,95,"GEN"
"mediocre","CMC","ITA",89,95,"TUT"
"buono","POL","USA",64,95,"ADU"
"buono","DRA","USA",55,95,"ADU"
"mediocre","AVV","USA",85,95,"GEN"
"mediocre","COM","ITA",92,95,"GEN"
"scadente","AVV","ITA",67,95,"GEN"
"buono","COM","ITA",68,95,"ADU"
"mediocre","THR","PAN",76,95,"ADU"
"mediocre","AZI","USA",88,95,"ADU"
"mediocre","AVV","ITA",79,95,"TUT"
"mediocre","COM","ITA",88,95,"GEN"
"mediocre","WES","USA",76,95,"GEN"
"buono","DRA","USA",55,95,"ADU"
"buono","GIA","USA",54,95,"GEN"
"mediocre","DRA","USA",92,95,"ADU"
"scadente","AZI","ITA",76,95,"ADU"
"mediocre","FAN","ITA",86,96,"TUT"
"mediocre","WES","USA",66,96,"GEN"
"mediocre","COM","USA",58,96,"TUT"
"buono","COM","USA",81,96,"TUT"
"mediocre","FAN","USA",85,96,"GEN"
"scadente","DRA","USA",87,96,"ADU"
"mediocre","COM","USA",58,96,"GEN"
"scadente","AZI","USA",85,96,"ADU"
"scadente","AVV","ITA",86,96,"TUT"
"mediocre","AVV","USA",55,96,"GEN"
"scadente","THR","USA",92,96,"ADU"
"mediocre","THR","USA",88,96,"ADU"
"buono","AVV","USA",50,96,"TUT"
"mediocre","AZI","USA",88,96,"GEN"
"mediocre","COM","USA",58,96,"TUT"
"mediocre","AZI","USA",88,96,"GEN"
"buono","AVV","USA",50,96,"TUT"
"mediocre","THR","USA",90,96,"ADU"
"mediocre","COM","USA",86,96,"TUT"
"buono","COM","FRA",90,96,"GEN"
"mediocre","COM","USA",90,96,"GEN"
"scadente","GIA","USA",89,96,"ADU"
"mediocre","COM","USA",83,96,"ADU"
"buono","POL","USA",90,96,"ADU"
"mediocre","COM","USA",93,97,"GEN"
"mediocre","COM","ITA",61,97,"GEN"
"mediocre","GIA","USA",82,97,"ADU"
"buono","AZI","USA",88,97,"GEN"
"mediocre","GAN","USA",38,97,"GEN"
"scadente","THR","USA",88,97,"ADU"
"mediocre","COM","USA",90,97,"TUT"
"buono","AZI","USA",73,97,"GEN"
"buono","STO","USA",33,97,"TUT"
"ottimo","POL","USA",55,97,"GEN"
"ottimo","POL","USA",55,97,"GEN"
"mediocre","GIA","USA",82,97,"GEN"
"scadente","CMC","ITA",91,97,"ADU"
"mediocre","COM","USA",64,97,"TUT"
"mediocre","COM","ITA",52,97,"TUT"
"mediocre","HOR","USA",91,97,"ADU"
"mediocre","COM","USA",89,97,"GEN"
"scadente","THR","USA",91,97,"ADU"
"mediocre","COM","USA",87,97,"ADU"
"buono","POL","USA",82,97,"GEN"
"mediocre","COM","USA",90,97,"GEN"
"mediocre","COM","ITA",61,97,"GEN"
"mediocre","COM","USA",83,97,"GEN"
"mediocre","COM","USA",64,97,"TUT"
"mediocre","AZI","USA",89,98,"GEN"
"mediocre","DRA","USA",51,98,"TUT"
"scadente","DRA","USA",93,98,"ADU"
"mediocre","DRA","ITA",63,98,"GEN"
"ottimo","COM","USA",68,98,"TUT"
"mediocre","COM","USA",88,98,"GEN"
"mediocre","CMC","ITA",93,98,"TUT"
"mediocre","DRA","ITA",56,98,"TUT"
"buono","COM","FRA",52,98,"ADU"
"mediocre","COM","USA",90,98,"GEN"
"mediocre","DRA","USA",85,98,"GEN"
"mediocre","AVV","USA",92,98,"ADU"
"scadente","DRA","USA",93,98,"ADU"
"mediocre","COM","ITA",59,98,"TUT"
"mediocre","COM","GB",92,98,"GEN"
"mediocre","COM","ITA",66,98,"GEN"
"mediocre","POL","ITA",80,98,"GEN"
"buono","GAN","USA",47,98,"GEN"
"mediocre","COM","USA",87,98,"GEN"
"mediocre","AZI","USA",89,98,"GEN"
"mediocre","THR","ITA",88,98,"ADU"
"mediocre","COM","ITA",56,98,"TUT"
"buono","COM","USA",76,99,"GEN"
"mediocre","POL","ITA",72,99,"ADU"
"buono","GAN","USA",60,99,"GEN"
"scadente","DRA","ITA",93,99,"ADU"
"mediocre","COM","USA",64,99,"GEN"
"mediocre","COM","USA",76,99,"GEN"
"buono","FAN","USA",86,99,"TUT"
"mediocre","DRA","SPA",89,99,"ADU"
"mediocre","DRA","ITA",90,99,"ADU"
"buono","HOR","ITA",83,99,"ADU"
"mediocre","DRA","ITA",90,99,"ADU"
"mediocre","HOR","GB",73,99,"ADU"
"mediocre","DRA","ITA",90,99,"ADU"
"mediocre","CMC","ITA",81,99,"TUT"
"buono","WES","USA",58,99,"GEN"
"buono","AVV","GB",38,99,"TUT"
"mediocre","COM","USA",91,99,"TUT"
"mediocre","COM","USA",92,99,"GEN"
"mediocre","DRA","ITA",90,99,"ADU"
"mediocre","COM","ITA",85,99,"GEN"
"buono","COM","USA",76,99,"GEN"
"scadente","FAN","USA",89,100,"GEN"
"scadente","COM","ITA",82,100,"GEN"
"mediocre","COM","USA",85,100,"GEN"
"mediocre","DRA","FRA",58,100,"ADU"
"mediocre","DRA","ITA",93,100,"GEN"
"buono","DRA","USA",56,100,"ADU"
"mediocre","THR","USA",94,100,"ADU"
"ottimo","WES","USA",68,100,"GEN"
"buono","DRA","USA",90,100,"ADU"
"buono","DRA","ITA",93,100,"ADU"
"mediocre","COM","USA",76,100,"GEN"
"mediocre","COM","ITA",75,100,"GEN"
"mediocre","THR","USA",90,100,"ADU"
"mediocre","CMC","ITA",83,100,"TUT"
"scadente","THR","USA",95,100,"ADU"
"mediocre","COM","ITA",55,100,"GEN"
"buono","COM","ITA",77,100,"ADU"
"mediocre","THR","USA",83,100,"GEN"
"mediocre","DRA","USA",91,100,"GEN"
"mediocre","AZI","USA",92,100,"ADU"
"buono","COM","ITA",84,100,"TUT"
"mediocre","THR","USA",92,100,"ADU"
"mediocre","FAN","USA",83,100,"ADU"
"mediocre","GIA","GB",71,100,"GEN"
"mediocre","GIA","USA",82,100,"GEN"
"mediocre","GIA","GB",78,100,"GEN"
"scadente","THR","USA",94,100,"ADU"
"mediocre","DRA","USA",87,100,"ADU"
"mediocre","DRA","USA",90,100,"ADU"
"mediocre","COM","USA",80,100,"TUT"
"mediocre","AZI","USA",95,100,"ADU"
"scadente","DRA","USA",86,100,"GEN"
"mediocre","AZI","USA",92,100,"ADU"
"buono","COM","ITA",74,100,"ADU"
"mediocre","COM","USA",53,100,"TUT"
"scadente","THR","USA",91,100,"ADU"
"scadente","GIA","USA",86,100,"GEN"
"scadente","THR","USA",95,100,"ADU"
"mediocre","MUS","USA",47,100,"GEN"
"mediocre","DRA","SPA",93,100,"ADU"
"mediocre","COM","ITA",90,100,"GEN"
"mediocre","COM","ITA",56,100,"TUT"
"mediocre","COM","USA",60,100,"TUT"
"scadente","THR","USA",92,100,"ADU"
"scadente","COM","ITA",92,100,"ADU"
"scadente","POL","USA",89,100,"ADU"
"mediocre","GIA","USA",84,100,"GEN"
"scadente","POL","USA",94,100,"ADU"
"mediocre","DRA","USA",88,100,"GEN"
"mediocre","POL","USA",89,100,"TUT"
"mediocre","SPI","USA",67,100,"ADU"
"mediocre","AVV","USA",88,100,"GEN"
"mediocre","MUS","USA",47,100,"ADU"
"mediocre","COM","USA",64,100,"GEN"
"ottimo","WES","USA",68,100,"GEN"
"mediocre","AVV","USA",85,100,"GEN"
"mediocre","POL","USA",83,100,"GEN"
"mediocre","DRA","ITA",95,100,"GEN"
"mediocre","DRA","USA",90,100,"ADU"
"buono","COM","USA",88,100,"GEN"
"buono","COM","USA",91,100,"GEN"
"mediocre","BEL","USA",67,100,"GEN"
"mediocre","THR","USA",84,100,"GEN"
"mediocre","GIA","ITA",88,100,"GEN"
"mediocre","COM","USA",87,100,"GEN"
"mediocre","COM","ITA",57,100,"GEN"
"mediocre","GIA","GB",71,100,"GEN"
"mediocre","SEN","USA",41,100,"TUT"
"mediocre","COM","SPA",82,100,"ADU"
"mediocre","COM","USA",63,100,"TUT"
"mediocre","AVV","USA",90,100,"ADU"
"mediocre","DRA","ITA",54,100,"GEN"
"mediocre","COM","USA",87,100,"GEN"
"mediocre","GIA","USA",90,100,"GEN"
"scadente","COM","ITA",82,100,"GEN"
"mediocre","COM","ITA",78,100,"ADU"
"mediocre","AVV","ITA",69,100,"GEN"
"buono","COM","ITA",75,100,"TUT"
"mediocre","DRA","USA",63,101,"GEN"
"mediocre","DRA","USA",53,101,"ADU"
"mediocre","COM","ITA",86,101,"ADU"
"mediocre","COM","ITA",62,101,"GEN"
"buono","DRA","USA",53,101,"GEN"
"mediocre","COM","USA",84,101,"GEN"
"mediocre","BEL","USA",90,101,"ADU"
"scadente","FAN","USA",78,101,"TUT"
"scadente","AZI","USA",88,101,"ADU"
"mediocre","DRA","USA",63,101,"GEN"
"buono","WES","USA",53,101,"GEN"
"mediocre","DRA","ITA",93,101,"ADU"
"mediocre","DRA","USA",77,101,"ADU"
"mediocre","COM","USA",42,101,"TUT"
"ottimo","THR","USA",89,101,"ADU"
"mediocre","AVV","USA",78,101,"TUT"
"mediocre","STO","USA",63,101,"TUT"
"mediocre","BEL","USA",90,101,"ADU"
"mediocre","COM","ITA",86,101,"ADU"
"buono","COM","ITA",56,101,"GEN"
"scadente","AVV","ITA",90,101,"GEN"
"mediocre","BEL","GB",90,101,"GEN"
"buono","DRA","USA",53,101,"GEN"
"ottimo","DRA","USA",63,101,"ADU"
"mediocre","COM","USA",91,101,"TUT"
"mediocre","COM","USA",42,101,"TUT"
"buono","COM","USA",87,102,"GEN"
"buono","DRA","USA",63,102,"ADU"
"mediocre","DRA","ITA",53,102,"GEN"
"mediocre","SEN","USA",93,102,"GEN"
"buono","GIA","USA",87,102,"ADU"
"buono","BEL","USA",88,102,"GEN"
"mediocre","BEL","GB",42,102,"ADU"
"buono","POL","FRA",69,102,"GEN"
"scadente","THR","USA",92,102,"ADU"
"buono","POL","USA",73,102,"GEN"
"mediocre","COM","GB",68,102,"GEN"
"mediocre","SEN","USA",93,102,"GEN"
"buono","DRA","USA",91,102,"GEN"
"mediocre","COM","USA",87,102,"GEN"
"scadente","COM","ITA",81,102,"TUT"
"mediocre","DRA","USA",89,102,"GEN"
"mediocre","COM","USA",65,102,"TUT"
"scadente","COM","ITA",81,102,"TUT"
"mediocre","POL","FRA",87,102,"ADU"
"mediocre","COM","ITA",91,102,"TUT"
"buono","THR","USA",41,102,"GEN"
"mediocre","COM","USA",86,102,"GEN"
"mediocre","AVV","USA",79,102,"GEN"
"buono","DRA","USA",74,102,"GEN"
"mediocre","AVV","ITA",77,102,"GEN"
"mediocre","THR","USA",85,103,"ADU"
"mediocre","COM","ITA",77,103,"GEN"
"buono","FAN","USA",80,103,"ADU"
"mediocre","COM","ITA",80,103,"GEN"
"mediocre","AVV","ITA",75,103,"GEN"
"ottimo","COM","ITA",71,103,"GEN"
"mediocre","COM","ITA",65,103,"ADU"
"mediocre","COM","USA",87,103,"TUT"
"mediocre","COM","FRA",91,103,"GEN"
"mediocre","DRA","USA",89,103,"GEN"
"buono","COM","USA",80,103,"TUT"
"scadente","BIO","ITA",75,103,"GEN"
"buono","DRA","ITA",51,103,"GEN"
"buono","WES","USA",68,103,"GEN"
"mediocre","DRA","GB",89,103,"ADU"
"mediocre","COM","ITA",92,103,"TUT"
"scadente","POL","USA",87,104,"ADU"
"scadente","POL","USA",87,104,"ADU"
"buono","COM","ITA",64,104,"ADU"
"scadente","AVV","USA",84,104,"GEN"
"mediocre","COM","USA",83,104,"GEN"
"mediocre","AVV","USA",84,104,"GEN"
"buono","COM","USA",67,104,"GEN"
"ottimo","WES","USA",55,104,"ADU"
"mediocre","AVV","USA",73,104,"GEN"
"mediocre","AVV","USA",49,104,"GEN"
"buono","COM","USA",92,104,"GEN"
"buono","AVV","USA",80,104,"ADU"
"mediocre","DRA","USA",39,104,"TUT"
"buono","BEL","USA",57,104,"GEN"
"mediocre","COM","ITA",60,104,"ADU"
"mediocre","FAN","ITA",80,104,"TUT"
"scadente","COM","ITA",67,104,"GEN"
"scadente","AVV","USA",84,104,"GEN"
"buono","BEL","USA",51,105,"GEN"
"buono","COM","ITA",69,105,"GEN"
"mediocre","POL","USA",73,105,"GEN"
"mediocre","HOR","GB",80,105,"ADU"
"mediocre","COM","USA",91,105,"GEN"
"mediocre","COM","USA",91,105,"GEN"
"buono","COM","USA",91,105,"GEN"
"buono","POL","USA",91,105,"GEN"
"ottimo","DRA","USA",48,105,"TUT"
"mediocre","STO","ITA",86,105,"GEN"
"mediocre","DRA","FRA",94,105,"ADU"
"mediocre","AZI","USA",93,105,"GEN"
"mediocre","COM","USA",82,105,"GEN"
"buono","DRA","USA",73,105,"GEN"
"buono","DRA","USA",71,105,"ADU"
"scadente","COM","ITA",82,105,"GEN"
"mediocre","COM","USA",38,105,"GEN"
"buono","AVV","USA",87,105,"GEN"
"ottimo","DRA","USA",87,105,"GEN"
"mediocre","POL","USA",73,105,"GEN"
"ottimo","COM","USA",34,105,"GEN"
"buono","COM","USA",71,105,"GEN"
"ottimo","BIO","USA",34,105,"ADU"
"scadente","COM","ITA",82,105,"GEN"
"scadente","AVV","USA",77,105,"GEN"
"buono","AVV","USA",83,105,"TUT"
"mediocre","COM","USA",56,105,"TUT"
"ottimo","COM","FRA",70,105,"GEN"
"mediocre","STO","ITA",86,105,"GEN"
"buono","DRA","USA",91,105,"GEN"
"buono","COM","USA",91,105,"TUT"
"mediocre","SEN","USA",76,105,"TUT"
"buono","COM","USA",91,105,"GEN"
"mediocre","COM","ITA",75,105,"ADU"
"mediocre","COM","USA",81,105,"ADU"
"mediocre","AVV","USA",75,105,"TUT"
"scadente","THR","USA",92,105,"ADU"
"mediocre","DRA","USA",91,105,"GEN"
"ottimo","COM","FRA",70,105,"GEN"
"mediocre","HOR","GB",88,105,"GEN"
"mediocre","COM","ITA",76,105,"ADU"
"mediocre","COM","ITA",85,105,"ADU"
"buono","POL","USA",87,106,"GEN"
"mediocre","WES","USA",75,106,"GEN"
"ottimo","AVV","GB",40,106,"TUT"
"buono","COM","ITA",72,106,"ADU"
"buono","AVV","USA",48,106,"GEN"
"mediocre","POL","USA",90,106,"GEN"
"buono","DRA","ITA",71,106,"GEN"
"mediocre","HOR","ITA",87,106,"ADU"
"buono","STO","USA",55,106,"GEN"
"mediocre","COM","ITA",64,106,"ADU"
"scadente","THR","USA",95,106,"ADU"
"mediocre","THR","USA",86,106,"GEN"
"mediocre","POL","USA",90,106,"GEN"
"mediocre","FAN","USA",84,106,"TUT"
"buono","DRA","ITA",63,106,"ADU"
"scadente","DRA","ITA",82,106,"GEN"
"mediocre","AVV","GER",91,106,"TUT"
"mediocre","DRA","INT",90,107,"GEN"
"mediocre","GIA","USA",93,107,"ADU"
"scadente","HOR","USA",78,107,"ADU"
"buono","GIA","USA",91,107,"GEN"
"buono","AVV","GB",76,107,"GEN"
"mediocre","COM","USA",89,107,"GEN"
"mediocre","DRA","ITA",84,107,"ADU"
"buono","CMC","USA",63,107,"TUT"
"mediocre","COM","USA",55,107,"TUT"
"buono","DRA","USA",89,107,"GEN"
"mediocre","DRA","USA",81,107,"ADU"
"mediocre","DRA","USA",81,107,"ADU"
